11065,SAN ANGEL,4383.635
11066,LOS ALPES,2125.4
11067,GUADALUPE INN,3500.0
11069,FLORIDA,2922.42
11070,CAMPESTRE,5844.85
11072,TLACOPAC,2922.42
11075,ALTAVISTA,11689.69
11076,SAN ANGEL INN,4300.0
11077,CHIMALISTAC,2656.745
11078,PROGRESO TIZAPAN,1859.72
11084,TIZAPAN,5313.5
11085,LA OTRA BANDA,1859.72
11110,AMPLIACION HIDALGO,229823.59
11133,CAROLA,680.13
11139,SANTA FE,4516.47
11140,LOMAS DE SANTA FE,3719.45
11142,ZEDEC SANTA FE,6275.4
11169,LA LOMA,4357.07
11204,2DA AMPLIACION JALALPA EL GRANDE,2125.4
11213,FRACC PASEO DE LAS LOMAS,3094.05
11230,COLINAS DEL SUR,2337.94
11242,SANTA LUCIA,1301.81
11252,ESTADO DE HIDALGO,850.16
11284,BOSQUES DE TARANGO,1806.59
11297,LOMAS DE TARANGO,2151.965
11319,TETELPAN,1912.86
11326,LAS AGUILAS,2019.13
11327,LOMAS DE GUADALUPE,1487.78
11328,ALCANTARILLA,505579.17000000004
11330,AMPL PUENTE COLORADO,850.16
11331,LOMAS DE LAS AGUILAS,2045.6950000000002
11337,AMPL LAS AGUILAS 3ER PARQUE,3985.12
11343,ATLAMAYA,2019.13
11344,FLOR DE MARIA,2125.4
11346,SAN JOSE DEL OLIVAR,876.73
11347,OLIVAR DE LOS PADRES,956.4300000000001
11348,TIZAMPAMPANO,2391.075
11350,LOMAS DE LOS ANGELES TETELPAN,1673.75
11352,LOMAS DE SAN ANGEL INN,4250.8
11355,SAN BARTOLO AMEYALCO,2656.75
11356,RANCHO SAN FRANCISCO,4782.15
11357,VILLA VERDUM,2811.21
11358,LOMAS DE AXOMIATLA,4782.15
11359,SANTA ROSA XOCHIAC,157412.325
11361,TORRES DE POTRERO,823591.92
11362,RINCON DE LA BOLSA,1000000.0
11371,JARDINES DEL PEDREGAL,4516.47
11386,EL RECREO,770.46
11388,CLAVERIA,903.29
11394,INFONAVIT EL ROSARIO,1328.37
11417,BARRIO SAN ANDRES,1036.13
11418,SAN ANDRES,637.62
11420,INDUSTRIAL VALLEJO,637.62
11429,PRADOS DEL ROSARIO,584.48
11433,HACIENDA DEL ROSARIO,690.75
11441,PETROLERA,637.62
11455,COSMOPOLITA,1434.64
11473,NUEVA SANTA MARIA,823.59
11478,OBRERO POPULAR,1339.0
11479,TLATILCO,1328.37
11486,EL PORVENIR,770.46
11495,NARVARTE PONIENTE,1700.315
11496,NARVARTE ORIENTE,2284.8
11497,U HAB IMSS NARVARTE,1328.37
11500,DEL VALLE,2391.07
11502,TLACOQUEMECATL,2311.37
11506,PORTALES SUR,6641.87
11508,SANTA CRUZ ATOYAC,1328.37
11511,XOCO,1062.7
11513,ALAMOS,637.62
11519,MODERNA,4782.15
11520,IZTACCIHUATL,573857.6
11527,ERMITA,1062.7
11528,VERTIZ NARVARTE,6376.2
11533,LETRAN VALLE,2125.4
11534,SAN SIMON TICUMAC,531.35
11539,EXTREMADURA INSURGENTES,2019.13
11540,SAN PEDRO DE LOS PINOS,1859.72
11542,NAPOLES,2603.61
11545,SAN JOSE INSURGENTES,2656.75
11546,MIXCOAC,1329436.77
11547,INSURGENTES MIXCOAC,7173.22
11549,CREDITO CONSTRUCTOR,2736.45
11550,COYOACAN CENTRO,3772.58
11551,VILLA COYOACAN,3400.64
11552,BARRIO DE SANTA CATARINA,3852.285
11553,BARRIO LA CONCEPCION,2869.29
11558,PARQUE SAN ANDRES,2391.07
11559,DEL CARMEN,2656.75
11560,AMPL DEL CARMEN,2656.75
11564,CHURUBUSCO,1421.36
11567,CAMPESTRE CHURUBUSCO,3081.83
11570,PRADO CHURUBUSCO,3081.83
11572,PASEOS DE TAXQUEÑA,1594.05
11575,SAN FRANCISCO CULHUACAN,1899.5749999999998
11584,ROMERO DE TERREROS,2045.6950000000002
11587,BARRIO OXTOPULCO,2151.965
11593,FRACC PEDREGAL DE SAN FRANCISCO,3719.45
11595,BARRIO CUADRANTE DE SAN FRANCISCO,2430.925
11605,PUEBLO DE LOS REYES,1514.345
11609,ROSEDAL,2391.07
11625,FRACC COPILCO UNIVERSIDAD,1381.51
11633,ATLANTIDA,3081.83
11637,PUEBLO LA CANDELARIA,1487.78
11642,EDUCACION,1195.54
11647,EL CENTINELA,1461.21
11648,AVANTE,1907.55
11650,PRESIDENTES EJIDALES,1328.37
11663,JARDINES DEL PEDREGAL DE SAN ANGEL,3453.77
11664,AMPL INSURGENTES CUICUILCO,2922.42
11670,SAN PABLO TEPETLAPA,797.02
11674,EL RELOJ,903.29
11681,FRACC JOYAS DEL PEDREGAL,2351.2200000000003
11683,DEL PEDREGAL,1168.97
11686,SANTA URSULA,1859.72
11690,CONJUNTO HAB PEDREGAL DE CARRASCO,1540.91
11691,OLIMPICA,1381.51
11694,BOSQUES DE TETLALMEYA,1594.05
11700,CEDROS,1859.72
11702,LOS PRADOS DE COYOACAN,876.73
11705,LOS CIPRESES,791.71
11708,BARRIO SAN LUCAS,1859.72
11710,FRACC LOS OLIVOS,1025.5
11711,LOS JARDINES DE COYOACAN,1487.78
11717,CANAL NACIONAL,929.86
11725,FRACC LAS CAMPANAS,1461.21
11726,LAS CAMPANAS,1461.21
11733,FRACC VILLA QUIETUD,1222.1
11735,VIEJO EJIDO SANTA URSULA COAPA,1168.97
11737,CUAJIMALPA,2391.07
11740,LOMAS DEL PADRE,1859.72
11743,SAN PABLO CHIMALPA,1328.37
11746,LOMAS DE VISTA HERMOSA,4000.0
11753,BOSQUES DE LAS LOMAS,5313.5
11758,LOMAS DEL CHAMIZAL 1RA SECC,6500.0
11762,SAN JOSE DE LOS CEDROS,1381.51
11765,BARRIO EL MOLINO,3226.885
11767,JESUS DEL MONTE,1062.7
11769,MANZANASTITLA,1142.4
11773,LA ROSITA,2922.42
11775,EL MOLINITO,1594.05
11777,LOMAS DE MEMETLA,1514.35
11778,MEMETLA,1660.47
11785,SAN LORENZO ACOPILCO,3719.45
11787,EL CONTADERO,2922.42
11789,ABDIAS GARCIA SOTO,1540.915
11790,SAN MATEO TLALTENANGO,6258.235000000001
11797,LA PILA,531.35
11801,TABACALERA,797.02
11803,CONDESA,2922.42
11804,HIPODROMO DE LA CONDESA,2656.75
11806,PERALVILLO,584.48
11808,EX HIPODROMO DE PERALVILLO,5844.845
11811,GUERRERO,1594.05
11813,SANTA MARIA LA RIBERA,3985.12
11816,SAN RAFAEL,1922.1599999999999
11817,CUAUHTEMOC,3719.45
11818,JUAREZ,9141.869999999999
11819,ROMA NORTE,2922.42
11820,DOCTORES,2656.75
11822,ROMA SUR,1285.87
11824,OBRERA,2125.4
12101,PANTITLAN,531.35
12103,VIADUCTO PIEDAD,1859.72
12116,AGRICOLA ORIENTAL,504.78
12132,GABRIEL RAMOS MILLAN,810.3050000000001
12145,REFORMA IZTACCIHUATL SUR,1275.24
12159,REAL DEL MORAL,701.38
12162,LOS PASEOS DE CHURUBUSCO,850.16
12163,ESCUADRON 201,850.16
12168,UNIDAD MODELO,850.16
12169,HEROES DE CHURUBUSCO,664.19
12180,UNIDAD HAB VICENTE GUERRERO,775.77
12191,UNIDAD HAB EJERCITO DE ORIENTE,292.24
12200,CONSTITUCION DE 1917,717.3199999999999
12201,COLONIAL IZTAPALAPA,770.46
12240,EL RETOÑO,757.175
12241,SAN ANDRES TETEPILCO,704.04
12247,SINATEL,956.43
12248,AMPL SINATEL,956.43
12250,SANTA MARIA AZTAHUACAN,531.35
12300,MIXCOATL,318.81
12363,ESTADO DE VERACRUZ,164718.38
12388,LOMAS ESTRELLA,276301.81
12392,BARRIO SAN LORENZO TEZONCO,114240.17
12405,LOMAS QUEBRADAS,1328.37
12414,PEDREGAL DE SAN JERONIMO,2656.75
12415,SAN JERONIMO LIDICE,1859.72
12416,PUEBLO SAN BERNABE OCOTEPEC,797.02
12430,SAN JERONIMO ACULCO,1806.59
12431,SAN FRANCISCO,1155.685
12432,BARRIO BARRANCA SECA,1514.3449999999998
12434,EL TORO,956.43
12436,PUEBLO NUEVO BAJO,730.605
12442,SANTA TERESA,3453.77
12446,LA CONCEPCION,1647.185
12449,PUEBLO SAN NICOLAS TOTOLAPAN,1487.78
12450,PUEBLO LA MAGDALENA CONTRERAS,1328.37
12452,LOMAS DE VIRREYES,5789.585
12453,REAL DE LOMAS,4782.15
12454,LOMAS ALTAS,5322.425
12455,LOMAS DE CHAPULTEPEC,6500.0
12456,MOLINO DEL REY,8501.59
12479,VERONICA ANZURES,2444.21
12487,AGRICULTURA,1168.97
12489,POPOTLA,929.86
12490,TACUBA,704.04
12492,LEGARIA,983.0
12509,POPO,929.86
12513,IRRIGACION,1859.72
12516,GRANADA,2231.67
12517,AMPL GRANADA,9564.29
12520,POLANCO REFORMA,7500.0
12522,POLANCO CHAPULTEPEC,7438.89
12524,BOSQUES DE CHAPULTEPEC,4528.375
12526,ANZURES,3719.45
12530,BOSQUES DE LAS LOMAS,5822.425
12531,ESCANDON,2603.61
12536,SAN MIGUEL CHAPULTEPEC,1421.3600000000001
12538,TACUBAYA,1102.55
12539,LOMAS DE BEZARES,2391.075
12540,LOMAS DE REFORMA,5313.5
12600,BARRIO LA GUADALUPE,637.615
12620,VILLA CENTROAMERICANA Y DEL CARIBE,637.62
12680,SAN NICOLAS TETELCO,637.62
12685,MIGUEL HIDALGO,783.74
12687,TLALPAN CENTRO II,1859.72
12693,PARQUES DEL PEDREGAL,2125.4
12699,CANTERA PUENTE DE PIEDRA,1540.915
12702,TORIELLO GUERRA,956.43
12705,PEÑA POBRE,4000.0
12707,BARRIO SAN FERNANDO,818.28
12711,LA JOYA,1594.05
12714,PEDREGAL DE SAN NICOLAS 4TA SECC,823.59
12715,PEDREGAL DE SAN NICOLAS 5TA SECC,584.48
12717,PEDREGAL DE SAN NICOLAS 1A SECCION,956.43
12720,PEDREGAL DEL LAGO,2019.13
12724,FUENTES DEL PEDREGAL,3719.45
12727,JARDINES DEL AJUSCO,1726.885
12728,LOMAS DE PADIERNA,1168.97
12730,HEROES DE PADIERNA,850.16
12732,JARDINES EN LA MONTAÑA,3188.1
12734,LOMAS DEL PEDREGAL,180658.87
12750,LA PRIMAVERA,6376.2
12756,NUEVA ORIENTAL COAPA,983.0
12786,VERGEL DE COYOACAN,956.43
12796,VILLA LAZARO CARDENAS,1036.13
12799,ARBOLEDAS DEL SUR,1248.67
12819,VILLA COAPA,419.77
12823,SAN ANDRES TOTOLTEPEC,1487.78
12831,SANTA URSULA XITLA,1222.1
12843,CANTERA,1487.78
12848,TLALCOLIGIA,1248.67
12851,EL MIRADOR I,797.02
12854,TLALPUENTE,2391.07
12855,LA PALMA,584.48
12856,MAGDALENA PETLACALCO,571.2
12857,SAN MIGUEL XICALCO,677.47
12865,SAN MIGUEL TOPILEJO,531.35
12873,VALLE ESCONDIDO,850.16
12874,COLINAS DEL BOSQUE,1647.18
12876,ARENAL TEPEPAN,1195.54
12877,FRACC CLUB DE GOLF MEXICO,1594.05
12879,FRACC SAN BUENAVENTURA,345.38
12880,CHIMALCOYOTL,1594.05
12882,UNID HAB FOVISSSTE SAN PEDRO MARTIR,1062.7
12884,VALLE DE TEPEPAN,983.0
12885,FUENTES DE TEPEPAN,1594.05
12887,SAN PEDRO MARTIR,876.7249999999999
12893,SAN MIGUEL AJUSCO,464.93
12908,BOSQUES DEL PEDREGAL,12486.720000000001
12958,MOCTEZUMA 1RA SECC,876.73
12983,AVIACION CIVIL,637.62
12987,LORENZO BOTURINI,929.86
12994,JARDIN BALBUENA,1075.9850000000001
12999,DEL PARQUE,850.16
13000,AERONAUTICA MILITAR,956.43
13009,BOSQUES RESIDENCIAL SUR,1748.14
13019,SANTA MARIA TEPEPAN,1859.72
13023,HUICHAPAN,1062.7
13027,LA NORIA,6907.55
13033,BARRIO 18,850.16
13051,FRACC JARDINES DEL SUR,900.635
13056,EJIDO SANTA CRUZ XOCHITEPEC,1859.72
13068,XALTOCAN,797.02
13074,SANTIAGO TEPALCATLALPAN,757.17
13085,SAN LUCAS XOCHIMANCA,903.29
13090,SAN LORENZO ATEMOAYA,903.29
13093,LOMAS DE TONALCO,743.89
13111,SANTA CRUZ ACALPIXCA,265.67
13115,SAN GREGORIO ATLAPULCO,1965.99
13119,SAN LUIS TLAXIALTEMALCO,239.11
13134,SANTIAGUITO,637.62
13141,NATIVITAS,637.62
13157,SANTA CECILIA TEPETLAPA,1965.99
